Item,Name,Category,Subsystem,Material,Qty,Sample IDs
7951,"Combustor Cooling Hole 5655","COMB","CHL","Air",1,"GE9X-COMB-CHL-5655"
7952,"Combustor Cooling Hole 5656","COMB","CHL","Air",1,"GE9X-COMB-CHL-5656"
7953,"Combustor Cooling Hole 5657","COMB","CHL","Air",1,"GE9X-COMB-CHL-5657"
7954,"Combustor Cooling Hole 5658","COMB","CHL","Air",1,"GE9X-COMB-CHL-5658"
7955,"Combustor Cooling Hole 5659","COMB","CHL","Air",1,"GE9X-COMB-CHL-5659"
7956,"Combustor Cooling Hole 5660","COMB","CHL","Air",1,"GE9X-COMB-CHL-5660"
7957,"Combustor Cooling Hole 5661","COMB","CHL","Air",1,"GE9X-COMB-CHL-5661"
7958,"Combustor Cooling Hole 5662","COMB","CHL","Air",1,"GE9X-COMB-CHL-5662"
7959,"Combustor Cooling Hole 5663","COMB","CHL","Air",1,"GE9X-COMB-CHL-5663"
7960,"Combustor Cooling Hole 5664","COMB","CHL","Air",1,"GE9X-COMB-CHL-5664"
7961,"Combustor Cooling Hole 5665","COMB","CHL","Air",1,"GE9X-COMB-CHL-5665"
7962,"Combustor Cooling Hole 5666","COMB","CHL","Air",1,"GE9X-COMB-CHL-5666"
7963,"Combustor Cooling Hole 5667","COMB","CHL","Air",1,"GE9X-COMB-CHL-5667"
7964,"Combustor Cooling Hole 5668","COMB","CHL","Air",1,"GE9X-COMB-CHL-5668"
7965,"Combustor Cooling Hole 5669","COMB","CHL","Air",1,"GE9X-COMB-CHL-5669"
7966,"Combustor Cooling Hole 5670","COMB","CHL","Air",1,"GE9X-COMB-CHL-5670"
7967,"Combustor Cooling Hole 5671","COMB","CHL","Air",1,"GE9X-COMB-CHL-5671"
7968,"Combustor Cooling Hole 5672","COMB","CHL","Air",1,"GE9X-COMB-CHL-5672"
7969,"Combustor Cooling Hole 5673","COMB","CHL","Air",1,"GE9X-COMB-CHL-5673"
7970,"Combustor Cooling Hole 5674","COMB","CHL","Air",1,"GE9X-COMB-CHL-5674"
7971,"Combustor Cooling Hole 5675","COMB","CHL","Air",1,"GE9X-COMB-CHL-5675"
7972,"Combustor Cooling Hole 5676","COMB","CHL","Air",1,"GE9X-COMB-CHL-5676"
7973,"Combustor Cooling Hole 5677","COMB","CHL","Air",1,"GE9X-COMB-CHL-5677"
7974,"Combustor Cooling Hole 5678","COMB","CHL","Air",1,"GE9X-COMB-CHL-5678"
7975,"Combustor Cooling Hole 5679","COMB","CHL","Air",1,"GE9X-COMB-CHL-5679"
7976,"Combustor Cooling Hole 5680","COMB","CHL","Air",1,"GE9X-COMB-CHL-5680"
7977,"Combustor Cooling Hole 5681","COMB","CHL","Air",1,"GE9X-COMB-CHL-5681"
7978,"Combustor Cooling Hole 5682","COMB","CHL","Air",1,"GE9X-COMB-CHL-5682"
7979,"Combustor Cooling Hole 5683","COMB","CHL","Air",1,"GE9X-COMB-CHL-5683"
7980,"Combustor Cooling Hole 5684","COMB","CHL","Air",1,"GE9X-COMB-CHL-5684"
7981,"Combustor Cooling Hole 5685","COMB","CHL","Air",1,"GE9X-COMB-CHL-5685"
7982,"Combustor Cooling Hole 5686","COMB","CHL","Air",1,"GE9X-COMB-CHL-5686"
7983,"Combustor Cooling Hole 5687","COMB","CHL","Air",1,"GE9X-COMB-CHL-5687"
7984,"Combustor Cooling Hole 5688","COMB","CHL","Air",1,"GE9X-COMB-CHL-5688"
7985,"Combustor Cooling Hole 5689","COMB","CHL","Air",1,"GE9X-COMB-CHL-5689"
7986,"Combustor Cooling Hole 5690","COMB","CHL","Air",1,"GE9X-COMB-CHL-5690"
7987,"Combustor Cooling Hole 5691","COMB","CHL","Air",1,"GE9X-COMB-CHL-5691"
7988,"Combustor Cooling Hole 5692","COMB","CHL","Air",1,"GE9X-COMB-CHL-5692"
7989,"Combustor Cooling Hole 5693","COMB","CHL","Air",1,"GE9X-COMB-CHL-5693"
7990,"Combustor Cooling Hole 5694","COMB","CHL","Air",1,"GE9X-COMB-CHL-5694"
7991,"Combustor Cooling Hole 5695","COMB","CHL","Air",1,"GE9X-COMB-CHL-5695"
7992,"Combustor Cooling Hole 5696","COMB","CHL","Air",1,"GE9X-COMB-CHL-5696"
7993,"Combustor Cooling Hole 5697","COMB","CHL","Air",1,"GE9X-COMB-CHL-5697"
7994,"Combustor Cooling Hole 5698","COMB","CHL","Air",1,"GE9X-COMB-CHL-5698"
7995,"Combustor Cooling Hole 5699","COMB","CHL","Air",1,"GE9X-COMB-CHL-5699"
7996,"Combustor Cooling Hole 5700","COMB","CHL","Air",1,"GE9X-COMB-CHL-5700"
7997,"Combustor Cooling Hole 5701","COMB","CHL","Air",1,"GE9X-COMB-CHL-5701"
7998,"Combustor Cooling Hole 5702","COMB","CHL","Air",1,"GE9X-COMB-CHL-5702"
7999,"Combustor Cooling Hole 5703","COMB","CHL","Air",1,"GE9X-COMB-CHL-5703"
8000,"Combustor Cooling Hole 5704","COMB","CHL","Air",1,"GE9X-COMB-CHL-5704"
8001,"Combustor Cooling Hole 5705","COMB","CHL","Air",1,"GE9X-COMB-CHL-5705"
8002,"Combustor Cooling Hole 5706","COMB","CHL","Air",1,"GE9X-COMB-CHL-5706"
8003,"Combustor Cooling Hole 5707","COMB","CHL","Air",1,"GE9X-COMB-CHL-5707"
8004,"Combustor Cooling Hole 5708","COMB","CHL","Air",1,"GE9X-COMB-CHL-5708"
8005,"Combustor Cooling Hole 5709","COMB","CHL","Air",1,"GE9X-COMB-CHL-5709"
8006,"Combustor Cooling Hole 5710","COMB","CHL","Air",1,"GE9X-COMB-CHL-5710"
8007,"Combustor Cooling Hole 5711","COMB","CHL","Air",1,"GE9X-COMB-CHL-5711"
8008,"Combustor Cooling Hole 5712","COMB","CHL","Air",1,"GE9X-COMB-CHL-5712"
8009,"Combustor Cooling Hole 5713","COMB","CHL","Air",1,"GE9X-COMB-CHL-5713"
8010,"Combustor Cooling Hole 5714","COMB","CHL","Air",1,"GE9X-COMB-CHL-5714"
8011,"Combustor Cooling Hole 5715","COMB","CHL","Air",1,"GE9X-COMB-CHL-5715"
8012,"Combustor Cooling Hole 5716","COMB","CHL","Air",1,"GE9X-COMB-CHL-5716"
8013,"Combustor Cooling Hole 5717","COMB","CHL","Air",1,"GE9X-COMB-CHL-5717"
8014,"Combustor Cooling Hole 5718","COMB","CHL","Air",1,"GE9X-COMB-CHL-5718"
8015,"Combustor Cooling Hole 5719","COMB","CHL","Air",1,"GE9X-COMB-CHL-5719"
8016,"Combustor Cooling Hole 5720","COMB","CHL","Air",1,"GE9X-COMB-CHL-5720"
8017,"Combustor Cooling Hole 5721","COMB","CHL","Air",1,"GE9X-COMB-CHL-5721"
8018,"Combustor Cooling Hole 5722","COMB","CHL","Air",1,"GE9X-COMB-CHL-5722"
8019,"Combustor Cooling Hole 5723","COMB","CHL","Air",1,"GE9X-COMB-CHL-5723"
8020,"Combustor Cooling Hole 5724","COMB","CHL","Air",1,"GE9X-COMB-CHL-5724"
8021,"Combustor Cooling Hole 5725","COMB","CHL","Air",1,"GE9X-COMB-CHL-5725"
8022,"Combustor Cooling Hole 5726","COMB","CHL","Air",1,"GE9X-COMB-CHL-5726"
8023,"Combustor Cooling Hole 5727","COMB","CHL","Air",1,"GE9X-COMB-CHL-5727"
8024,"Combustor Cooling Hole 5728","COMB","CHL","Air",1,"GE9X-COMB-CHL-5728"
8025,"Combustor Cooling Hole 5729","COMB","CHL","Air",1,"GE9X-COMB-CHL-5729"
8026,"Combustor Cooling Hole 5730","COMB","CHL","Air",1,"GE9X-COMB-CHL-5730"
8027,"Combustor Cooling Hole 5731","COMB","CHL","Air",1,"GE9X-COMB-CHL-5731"
8028,"Combustor Cooling Hole 5732","COMB","CHL","Air",1,"GE9X-COMB-CHL-5732"
8029,"Combustor Cooling Hole 5733","COMB","CHL","Air",1,"GE9X-COMB-CHL-5733"
8030,"Combustor Cooling Hole 5734","COMB","CHL","Air",1,"GE9X-COMB-CHL-5734"
8031,"Combustor Cooling Hole 5735","COMB","CHL","Air",1,"GE9X-COMB-CHL-5735"
8032,"Combustor Cooling Hole 5736","COMB","CHL","Air",1,"GE9X-COMB-CHL-5736"
8033,"Combustor Cooling Hole 5737","COMB","CHL","Air",1,"GE9X-COMB-CHL-5737"
8034,"Combustor Cooling Hole 5738","COMB","CHL","Air",1,"GE9X-COMB-CHL-5738"
8035,"Combustor Cooling Hole 5739","COMB","CHL","Air",1,"GE9X-COMB-CHL-5739"
8036,"Combustor Cooling Hole 5740","COMB","CHL","Air",1,"GE9X-COMB-CHL-5740"
8037,"Combustor Cooling Hole 5741","COMB","CHL","Air",1,"GE9X-COMB-CHL-5741"
8038,"Combustor Cooling Hole 5742","COMB","CHL","Air",1,"GE9X-COMB-CHL-5742"
8039,"Combustor Cooling Hole 5743","COMB","CHL","Air",1,"GE9X-COMB-CHL-5743"
8040,"Combustor Cooling Hole 5744","COMB","CHL","Air",1,"GE9X-COMB-CHL-5744"
8041,"Combustor Cooling Hole 5745","COMB","CHL","Air",1,"GE9X-COMB-CHL-5745"
8042,"Combustor Cooling Hole 5746","COMB","CHL","Air",1,"GE9X-COMB-CHL-5746"
8043,"Combustor Cooling Hole 5747","COMB","CHL","Air",1,"GE9X-COMB-CHL-5747"
8044,"Combustor Cooling Hole 5748","COMB","CHL","Air",1,"GE9X-COMB-CHL-5748"
8045,"Combustor Cooling Hole 5749","COMB","CHL","Air",1,"GE9X-COMB-CHL-5749"
8046,"Combustor Cooling Hole 5750","COMB","CHL","Air",1,"GE9X-COMB-CHL-5750"
8047,"Combustor Cooling Hole 5751","COMB","CHL","Air",1,"GE9X-COMB-CHL-5751"
8048,"Combustor Cooling Hole 5752","COMB","CHL","Air",1,"GE9X-COMB-CHL-5752"
8049,"Combustor Cooling Hole 5753","COMB","CHL","Air",1,"GE9X-COMB-CHL-5753"
8050,"Combustor Cooling Hole 5754","COMB","CHL","Air",1,"GE9X-COMB-CHL-5754"
8051,"Combustor Cooling Hole 5755","COMB","CHL","Air",1,"GE9X-COMB-CHL-5755"
8052,"Combustor Cooling Hole 5756","COMB","CHL","Air",1,"GE9X-COMB-CHL-5756"
8053,"Combustor Cooling Hole 5757","COMB","CHL","Air",1,"GE9X-COMB-CHL-5757"
8054,"Combustor Cooling Hole 5758","COMB","CHL","Air",1,"GE9X-COMB-CHL-5758"
8055,"Combustor Cooling Hole 5759","COMB","CHL","Air",1,"GE9X-COMB-CHL-5759"
8056,"Combustor Cooling Hole 5760","COMB","CHL","Air",1,"GE9X-COMB-CHL-5760"
8057,"Combustor Cooling Hole 5761","COMB","CHL","Air",1,"GE9X-COMB-CHL-5761"
8058,"Combustor Cooling Hole 5762","COMB","CHL","Air",1,"GE9X-COMB-CHL-5762"
8059,"Combustor Cooling Hole 5763","COMB","CHL","Air",1,"GE9X-COMB-CHL-5763"
8060,"Combustor Cooling Hole 5764","COMB","CHL","Air",1,"GE9X-COMB-CHL-5764"
8061,"Combustor Cooling Hole 5765","COMB","CHL","Air",1,"GE9X-COMB-CHL-5765"
8062,"Combustor Cooling Hole 5766","COMB","CHL","Air",1,"GE9X-COMB-CHL-5766"
8063,"Combustor Cooling Hole 5767","COMB","CHL","Air",1,"GE9X-COMB-CHL-5767"
8064,"Combustor Cooling Hole 5768","COMB","CHL","Air",1,"GE9X-COMB-CHL-5768"
8065,"Combustor Cooling Hole 5769","COMB","CHL","Air",1,"GE9X-COMB-CHL-5769"
8066,"Combustor Cooling Hole 5770","COMB","CHL","Air",1,"GE9X-COMB-CHL-5770"
8067,"Combustor Cooling Hole 5771","COMB","CHL","Air",1,"GE9X-COMB-CHL-5771"
8068,"Combustor Cooling Hole 5772","COMB","CHL","Air",1,"GE9X-COMB-CHL-5772"
8069,"Combustor Cooling Hole 5773","COMB","CHL","Air",1,"GE9X-COMB-CHL-5773"
8070,"Combustor Cooling Hole 5774","COMB","CHL","Air",1,"GE9X-COMB-CHL-5774"
8071,"Combustor Cooling Hole 5775","COMB","CHL","Air",1,"GE9X-COMB-CHL-5775"
8072,"Combustor Cooling Hole 5776","COMB","CHL","Air",1,"GE9X-COMB-CHL-5776"
8073,"Combustor Cooling Hole 5777","COMB","CHL","Air",1,"GE9X-COMB-CHL-5777"
8074,"Combustor Cooling Hole 5778","COMB","CHL","Air",1,"GE9X-COMB-CHL-5778"
8075,"Combustor Cooling Hole 5779","COMB","CHL","Air",1,"GE9X-COMB-CHL-5779"
8076,"Combustor Cooling Hole 5780","COMB","CHL","Air",1,"GE9X-COMB-CHL-5780"
8077,"Combustor Cooling Hole 5781","COMB","CHL","Air",1,"GE9X-COMB-CHL-5781"
8078,"Combustor Cooling Hole 5782","COMB","CHL","Air",1,"GE9X-COMB-CHL-5782"
8079,"Combustor Cooling Hole 5783","COMB","CHL","Air",1,"GE9X-COMB-CHL-5783"
8080,"Combustor Cooling Hole 5784","COMB","CHL","Air",1,"GE9X-COMB-CHL-5784"
8081,"Combustor Cooling Hole 5785","COMB","CHL","Air",1,"GE9X-COMB-CHL-5785"
8082,"Combustor Cooling Hole 5786","COMB","CHL","Air",1,"GE9X-COMB-CHL-5786"
8083,"Combustor Cooling Hole 5787","COMB","CHL","Air",1,"GE9X-COMB-CHL-5787"
8084,"Combustor Cooling Hole 5788","COMB","CHL","Air",1,"GE9X-COMB-CHL-5788"
8085,"Combustor Cooling Hole 5789","COMB","CHL","Air",1,"GE9X-COMB-CHL-5789"
8086,"Combustor Cooling Hole 5790","COMB","CHL","Air",1,"GE9X-COMB-CHL-5790"
8087,"Combustor Cooling Hole 5791","COMB","CHL","Air",1,"GE9X-COMB-CHL-5791"
8088,"Combustor Cooling Hole 5792","COMB","CHL","Air",1,"GE9X-COMB-CHL-5792"
8089,"Combustor Cooling Hole 5793","COMB","CHL","Air",1,"GE9X-COMB-CHL-5793"
8090,"Combustor Cooling Hole 5794","COMB","CHL","Air",1,"GE9X-COMB-CHL-5794"
8091,"Combustor Cooling Hole 5795","COMB","CHL","Air",1,"GE9X-COMB-CHL-5795"
8092,"Combustor Cooling Hole 5796","COMB","CHL","Air",1,"GE9X-COMB-CHL-5796"
8093,"Combustor Cooling Hole 5797","COMB","CHL","Air",1,"GE9X-COMB-CHL-5797"
8094,"Combustor Cooling Hole 5798","COMB","CHL","Air",1,"GE9X-COMB-CHL-5798"
8095,"Combustor Cooling Hole 5799","COMB","CHL","Air",1,"GE9X-COMB-CHL-5799"
8096,"Combustor Cooling Hole 5800","COMB","CHL","Air",1,"GE9X-COMB-CHL-5800"
8097,"Combustor Cooling Hole 5801","COMB","CHL","Air",1,"GE9X-COMB-CHL-5801"
8098,"Combustor Cooling Hole 5802","COMB","CHL","Air",1,"GE9X-COMB-CHL-5802"
8099,"Combustor Cooling Hole 5803","COMB","CHL","Air",1,"GE9X-COMB-CHL-5803"
8100,"Combustor Cooling Hole 5804","COMB","CHL","Air",1,"GE9X-COMB-CHL-5804"
8101,"Combustor Cooling Hole 5805","COMB","CHL","Air",1,"GE9X-COMB-CHL-5805"
8102,"Combustor Cooling Hole 5806","COMB","CHL","Air",1,"GE9X-COMB-CHL-5806"
8103,"Combustor Cooling Hole 5807","COMB","CHL","Air",1,"GE9X-COMB-CHL-5807"
8104,"Combustor Cooling Hole 5808","COMB","CHL","Air",1,"GE9X-COMB-CHL-5808"
8105,"Combustor Cooling Hole 5809","COMB","CHL","Air",1,"GE9X-COMB-CHL-5809"
8106,"Combustor Cooling Hole 5810","COMB","CHL","Air",1,"GE9X-COMB-CHL-5810"
8107,"Combustor Cooling Hole 5811","COMB","CHL","Air",1,"GE9X-COMB-CHL-5811"
8108,"Combustor Cooling Hole 5812","COMB","CHL","Air",1,"GE9X-COMB-CHL-5812"
8109,"Combustor Cooling Hole 5813","COMB","CHL","Air",1,"GE9X-COMB-CHL-5813"
8110,"Combustor Cooling Hole 5814","COMB","CHL","Air",1,"GE9X-COMB-CHL-5814"
8111,"Combustor Cooling Hole 5815","COMB","CHL","Air",1,"GE9X-COMB-CHL-5815"
8112,"Combustor Cooling Hole 5816","COMB","CHL","Air",1,"GE9X-COMB-CHL-5816"
8113,"Combustor Cooling Hole 5817","COMB","CHL","Air",1,"GE9X-COMB-CHL-5817"
8114,"Combustor Cooling Hole 5818","COMB","CHL","Air",1,"GE9X-COMB-CHL-5818"
8115,"Combustor Cooling Hole 5819","COMB","CHL","Air",1,"GE9X-COMB-CHL-5819"
8116,"Combustor Cooling Hole 5820","COMB","CHL","Air",1,"GE9X-COMB-CHL-5820"
8117,"Combustor Cooling Hole 5821","COMB","CHL","Air",1,"GE9X-COMB-CHL-5821"
8118,"Combustor Cooling Hole 5822","COMB","CHL","Air",1,"GE9X-COMB-CHL-5822"
8119,"Combustor Cooling Hole 5823","COMB","CHL","Air",1,"GE9X-COMB-CHL-5823"
8120,"Combustor Cooling Hole 5824","COMB","CHL","Air",1,"GE9X-COMB-CHL-5824"
8121,"Combustor Cooling Hole 5825","COMB","CHL","Air",1,"GE9X-COMB-CHL-5825"
8122,"Combustor Cooling Hole 5826","COMB","CHL","Air",1,"GE9X-COMB-CHL-5826"
8123,"Combustor Cooling Hole 5827","COMB","CHL","Air",1,"GE9X-COMB-CHL-5827"
8124,"Combustor Cooling Hole 5828","COMB","CHL","Air",1,"GE9X-COMB-CHL-5828"
8125,"Combustor Cooling Hole 5829","COMB","CHL","Air",1,"GE9X-COMB-CHL-5829"
8126,"Combustor Cooling Hole 5830","COMB","CHL","Air",1,"GE9X-COMB-CHL-5830"
8127,"Combustor Cooling Hole 5831","COMB","CHL","Air",1,"GE9X-COMB-CHL-5831"
8128,"Combustor Cooling Hole 5832","COMB","CHL","Air",1,"GE9X-COMB-CHL-5832"
8129,"Combustor Cooling Hole 5833","COMB","CHL","Air",1,"GE9X-COMB-CHL-5833"
8130,"Combustor Cooling Hole 5834","COMB","CHL","Air",1,"GE9X-COMB-CHL-5834"
8131,"Combustor Cooling Hole 5835","COMB","CHL","Air",1,"GE9X-COMB-CHL-5835"
8132,"Combustor Cooling Hole 5836","COMB","CHL","Air",1,"GE9X-COMB-CHL-5836"
8133,"Combustor Cooling Hole 5837","COMB","CHL","Air",1,"GE9X-COMB-CHL-5837"
8134,"Combustor Cooling Hole 5838","COMB","CHL","Air",1,"GE9X-COMB-CHL-5838"
8135,"Combustor Cooling Hole 5839","COMB","CHL","Air",1,"GE9X-COMB-CHL-5839"
8136,"Combustor Cooling Hole 5840","COMB","CHL","Air",1,"GE9X-COMB-CHL-5840"
8137,"Combustor Cooling Hole 5841","COMB","CHL","Air",1,"GE9X-COMB-CHL-5841"
8138,"Combustor Cooling Hole 5842","COMB","CHL","Air",1,"GE9X-COMB-CHL-5842"
8139,"Combustor Cooling Hole 5843","COMB","CHL","Air",1,"GE9X-COMB-CHL-5843"
8140,"Combustor Cooling Hole 5844","COMB","CHL","Air",1,"GE9X-COMB-CHL-5844"
8141,"Combustor Cooling Hole 5845","COMB","CHL","Air",1,"GE9X-COMB-CHL-5845"
8142,"Combustor Cooling Hole 5846","COMB","CHL","Air",1,"GE9X-COMB-CHL-5846"
8143,"Combustor Cooling Hole 5847","COMB","CHL","Air",1,"GE9X-COMB-CHL-5847"
8144,"Combustor Cooling Hole 5848","COMB","CHL","Air",1,"GE9X-COMB-CHL-5848"
8145,"Combustor Cooling Hole 5849","COMB","CHL","Air",1,"GE9X-COMB-CHL-5849"
8146,"Combustor Cooling Hole 5850","COMB","CHL","Air",1,"GE9X-COMB-CHL-5850"
8147,"Combustor Cooling Hole 5851","COMB","CHL","Air",1,"GE9X-COMB-CHL-5851"
8148,"Combustor Cooling Hole 5852","COMB","CHL","Air",1,"GE9X-COMB-CHL-5852"
8149,"Combustor Cooling Hole 5853","COMB","CHL","Air",1,"GE9X-COMB-CHL-5853"
8150,"Combustor Cooling Hole 5854","COMB","CHL","Air",1,"GE9X-COMB-CHL-5854"
8151,"Combustor Cooling Hole 5855","COMB","CHL","Air",1,"GE9X-COMB-CHL-5855"
8152,"Combustor Cooling Hole 5856","COMB","CHL","Air",1,"GE9X-COMB-CHL-5856"
8153,"Combustor Cooling Hole 5857","COMB","CHL","Air",1,"GE9X-COMB-CHL-5857"
8154,"Combustor Cooling Hole 5858","COMB","CHL","Air",1,"GE9X-COMB-CHL-5858"
8155,"Combustor Cooling Hole 5859","COMB","CHL","Air",1,"GE9X-COMB-CHL-5859"
8156,"Combustor Cooling Hole 5860","COMB","CHL","Air",1,"GE9X-COMB-CHL-5860"
8157,"Combustor Cooling Hole 5861","COMB","CHL","Air",1,"GE9X-COMB-CHL-5861"
8158,"Combustor Cooling Hole 5862","COMB","CHL","Air",1,"GE9X-COMB-CHL-5862"
8159,"Combustor Cooling Hole 5863","COMB","CHL","Air",1,"GE9X-COMB-CHL-5863"
8160,"Combustor Cooling Hole 5864","COMB","CHL","Air",1,"GE9X-COMB-CHL-5864"
8161,"Combustor Cooling Hole 5865","COMB","CHL","Air",1,"GE9X-COMB-CHL-5865"
8162,"Combustor Cooling Hole 5866","COMB","CHL","Air",1,"GE9X-COMB-CHL-5866"
8163,"Combustor Cooling Hole 5867","COMB","CHL","Air",1,"GE9X-COMB-CHL-5867"
8164,"Combustor Cooling Hole 5868","COMB","CHL","Air",1,"GE9X-COMB-CHL-5868"
8165,"Combustor Cooling Hole 5869","COMB","CHL","Air",1,"GE9X-COMB-CHL-5869"
8166,"Combustor Cooling Hole 5870","COMB","CHL","Air",1,"GE9X-COMB-CHL-5870"
8167,"Combustor Cooling Hole 5871","COMB","CHL","Air",1,"GE9X-COMB-CHL-5871"
8168,"Combustor Cooling Hole 5872","COMB","CHL","Air",1,"GE9X-COMB-CHL-5872"
8169,"Combustor Cooling Hole 5873","COMB","CHL","Air",1,"GE9X-COMB-CHL-5873"
8170,"Combustor Cooling Hole 5874","COMB","CHL","Air",1,"GE9X-COMB-CHL-5874"
8171,"Combustor Cooling Hole 5875","COMB","CHL","Air",1,"GE9X-COMB-CHL-5875"
8172,"Combustor Cooling Hole 5876","COMB","CHL","Air",1,"GE9X-COMB-CHL-5876"
8173,"Combustor Cooling Hole 5877","COMB","CHL","Air",1,"GE9X-COMB-CHL-5877"
8174,"Combustor Cooling Hole 5878","COMB","CHL","Air",1,"GE9X-COMB-CHL-5878"
8175,"Combustor Cooling Hole 5879","COMB","CHL","Air",1,"GE9X-COMB-CHL-5879"
8176,"Combustor Cooling Hole 5880","COMB","CHL","Air",1,"GE9X-COMB-CHL-5880"
8177,"Combustor Cooling Hole 5881","COMB","CHL","Air",1,"GE9X-COMB-CHL-5881"
8178,"Combustor Cooling Hole 5882","COMB","CHL","Air",1,"GE9X-COMB-CHL-5882"
8179,"Combustor Cooling Hole 5883","COMB","CHL","Air",1,"GE9X-COMB-CHL-5883"
8180,"Combustor Cooling Hole 5884","COMB","CHL","Air",1,"GE9X-COMB-CHL-5884"
8181,"Combustor Cooling Hole 5885","COMB","CHL","Air",1,"GE9X-COMB-CHL-5885"
8182,"Combustor Cooling Hole 5886","COMB","CHL","Air",1,"GE9X-COMB-CHL-5886"
8183,"Combustor Cooling Hole 5887","COMB","CHL","Air",1,"GE9X-COMB-CHL-5887"
8184,"Combustor Cooling Hole 5888","COMB","CHL","Air",1,"GE9X-COMB-CHL-5888"
8185,"Combustor Cooling Hole 5889","COMB","CHL","Air",1,"GE9X-COMB-CHL-5889"
8186,"Combustor Cooling Hole 5890","COMB","CHL","Air",1,"GE9X-COMB-CHL-5890"
8187,"Combustor Cooling Hole 5891","COMB","CHL","Air",1,"GE9X-COMB-CHL-5891"
8188,"Combustor Cooling Hole 5892","COMB","CHL","Air",1,"GE9X-COMB-CHL-5892"
8189,"Combustor Cooling Hole 5893","COMB","CHL","Air",1,"GE9X-COMB-CHL-5893"
8190,"Combustor Cooling Hole 5894","COMB","CHL","Air",1,"GE9X-COMB-CHL-5894"
8191,"Combustor Cooling Hole 5895","COMB","CHL","Air",1,"GE9X-COMB-CHL-5895"
8192,"Combustor Cooling Hole 5896","COMB","CHL","Air",1,"GE9X-COMB-CHL-5896"
8193,"Combustor Cooling Hole 5897","COMB","CHL","Air",1,"GE9X-COMB-CHL-5897"
8194,"Combustor Cooling Hole 5898","COMB","CHL","Air",1,"GE9X-COMB-CHL-5898"
8195,"Combustor Cooling Hole 5899","COMB","CHL","Air",1,"GE9X-COMB-CHL-5899"
8196,"Combustor Cooling Hole 5900","COMB","CHL","Air",1,"GE9X-COMB-CHL-5900"
8197,"Combustor Cooling Hole 5901","COMB","CHL","Air",1,"GE9X-COMB-CHL-5901"
8198,"Combustor Cooling Hole 5902","COMB","CHL","Air",1,"GE9X-COMB-CHL-5902"
8199,"Combustor Cooling Hole 5903","COMB","CHL","Air",1,"GE9X-COMB-CHL-5903"
8200,"Combustor Cooling Hole 5904","COMB","CHL","Air",1,"GE9X-COMB-CHL-5904"
8201,"Combustor Cooling Hole 5905","COMB","CHL","Air",1,"GE9X-COMB-CHL-5905"
8202,"Combustor Cooling Hole 5906","COMB","CHL","Air",1,"GE9X-COMB-CHL-5906"
8203,"Combustor Cooling Hole 5907","COMB","CHL","Air",1,"GE9X-COMB-CHL-5907"
8204,"Combustor Cooling Hole 5908","COMB","CHL","Air",1,"GE9X-COMB-CHL-5908"
8205,"Combustor Cooling Hole 5909","COMB","CHL","Air",1,"GE9X-COMB-CHL-5909"
8206,"Combustor Cooling Hole 5910","COMB","CHL","Air",1,"GE9X-COMB-CHL-5910"
8207,"Combustor Cooling Hole 5911","COMB","CHL","Air",1,"GE9X-COMB-CHL-5911"
8208,"Combustor Cooling Hole 5912","COMB","CHL","Air",1,"GE9X-COMB-CHL-5912"
8209,"Combustor Cooling Hole 5913","COMB","CHL","Air",1,"GE9X-COMB-CHL-5913"
8210,"Combustor Cooling Hole 5914","COMB","CHL","Air",1,"GE9X-COMB-CHL-5914"
8211,"Combustor Cooling Hole 5915","COMB","CHL","Air",1,"GE9X-COMB-CHL-5915"
8212,"Combustor Cooling Hole 5916","COMB","CHL","Air",1,"GE9X-COMB-CHL-5916"
8213,"Combustor Cooling Hole 5917","COMB","CHL","Air",1,"GE9X-COMB-CHL-5917"
8214,"Combustor Cooling Hole 5918","COMB","CHL","Air",1,"GE9X-COMB-CHL-5918"
8215,"Combustor Cooling Hole 5919","COMB","CHL","Air",1,"GE9X-COMB-CHL-5919"
8216,"Combustor Cooling Hole 5920","COMB","CHL","Air",1,"GE9X-COMB-CHL-5920"
8217,"Combustor Cooling Hole 5921","COMB","CHL","Air",1,"GE9X-COMB-CHL-5921"
8218,"Combustor Cooling Hole 5922","COMB","CHL","Air",1,"GE9X-COMB-CHL-5922"
8219,"Combustor Cooling Hole 5923","COMB","CHL","Air",1,"GE9X-COMB-CHL-5923"
8220,"Combustor Cooling Hole 5924","COMB","CHL","Air",1,"GE9X-COMB-CHL-5924"
8221,"Combustor Cooling Hole 5925","COMB","CHL","Air",1,"GE9X-COMB-CHL-5925"
8222,"Combustor Cooling Hole 5926","COMB","CHL","Air",1,"GE9X-COMB-CHL-5926"
8223,"Combustor Cooling Hole 5927","COMB","CHL","Air",1,"GE9X-COMB-CHL-5927"
8224,"Combustor Cooling Hole 5928","COMB","CHL","Air",1,"GE9X-COMB-CHL-5928"
8225,"Combustor Cooling Hole 5929","COMB","CHL","Air",1,"GE9X-COMB-CHL-5929"
8226,"Combustor Cooling Hole 5930","COMB","CHL","Air",1,"GE9X-COMB-CHL-5930"
8227,"Combustor Cooling Hole 5931","COMB","CHL","Air",1,"GE9X-COMB-CHL-5931"
8228,"Combustor Cooling Hole 5932","COMB","CHL","Air",1,"GE9X-COMB-CHL-5932"
8229,"Combustor Cooling Hole 5933","COMB","CHL","Air",1,"GE9X-COMB-CHL-5933"
